70537	Baden-Württemberg	Stadtkreis Stuttgart
70538	Baden-Württemberg	Landkreis Esslingen
70539	Baden-Württemberg	Stadtkreis Stuttgart
70545	Baden-Württemberg	Stadtkreis Stuttgart
70546	Baden-Württemberg	Stadtkreis Stuttgart
70547	Baden-Württemberg	Stadtkreis Stuttgart
70547	Baden-Württemberg	Stadtkreis Stuttgart
70547	Baden-Württemberg	Stadtkreis Stuttgart
70549	Baden-Württemberg	Stadtkreis Stuttgart
70550	Baden-Württemberg	Stadtkreis Stuttgart
70551	Baden-Württemberg	Stadtkreis Stuttgart
70551	Baden-Württemberg	Stadtkreis Stuttgart
70551	Baden-Württemberg	Stadtkreis Stuttgart
70552	Baden-Württemberg	Stadtkreis Stuttgart
70556	Baden-Württemberg	Stadtkreis Stuttgart
70560	Baden-Württemberg	Stadtkreis Stuttgart
70560	Baden-Württemberg	Stadtkreis Stuttgart
70593	Baden-Württemberg	Stadtkreis Stuttgart
70594	Baden-Württemberg	Stadtkreis Stuttgart
70627	Baden-Württemberg	Stadtkreis Stuttgart
70628	Baden-Württemberg	Stadtkreis Stuttgart
70637	Baden-Württemberg	Stadtkreis Stuttgart
70640	Baden-Württemberg	Rems-Murr-Kreis
70644	Baden-Württemberg	Stadtkreis Stuttgart
70730	Baden-Württemberg	Rems-Murr-Kreis
70731	Baden-Württemberg	Rems-Murr-Kreis
70731	Baden-Württemberg	Rems-Murr-Kreis
70731	Baden-Württemberg	Rems-Murr-Kreis
70731	Baden-Württemberg	Rems-Murr-Kreis
70731	Baden-Württemberg	Rems-Murr-Kreis
70731	Baden-Württemberg	Rems-Murr-Kreis
70731	Baden-Württemberg	Rems-Murr-Kreis
70731	Baden-Württemberg	Rems-Murr-Kreis
70731	Baden-Württemberg	Rems-Murr-Kreis
70731	Baden-Württemberg	Rems-Murr-Kreis
70731	Baden-Württemberg	Rems-Murr-Kreis
70731	Baden-Württemberg	Rems-Murr-Kreis
70731	Baden-Württemberg	Rems-Murr-Kreis
70732	Baden-Württemberg	Stadtkreis Stuttgart
70764	Baden-Württemberg	Landkreis Esslingen
70765	Baden-Württemberg	Landkreis Esslingen
70766	Baden-Württemberg	Landkreis Esslingen
70767	Baden-Württemberg	Landkreis Esslingen
70767	Baden-Württemberg	Landkreis Esslingen
70767	Baden-Württemberg	Landkreis Esslingen
70767	Baden-Württemberg	Landkreis Esslingen
70768	Baden-Württemberg	Landkreis Esslingen
70769	Baden-Württemberg	Landkreis Esslingen
70769	Baden-Württemberg	Landkreis Esslingen
70769	Baden-Württemberg	Landkreis Esslingen
70769	Baden-Württemberg	Landkreis Esslingen
70769	Baden-Württemberg	Landkreis Esslingen
70788	Baden-Württemberg	Landkreis Esslingen
70790	Baden-Württemberg	Landkreis Esslingen
70790	Baden-Württemberg	Landkreis Esslingen
70790	Baden-Württemberg	Landkreis Esslingen
70791	Baden-Württemberg	Landkreis Esslingen
70792	Baden-Württemberg	Landkreis Esslingen
70792	Baden-Württemberg	Landkreis Esslingen
70792	Baden-Württemberg	Landkreis Esslingen
70792	Baden-Württemberg	Landkreis Esslingen
70801	Baden-Württemberg	Landkreis Ludwigsburg
70801	Baden-Württemberg	Landkreis Ludwigsburg
70801	Baden-Württemberg	Landkreis Ludwigsburg
70803	Baden-Württemberg	Landkreis Ludwigsburg
70803	Baden-Württemberg	Landkreis Ludwigsburg
70803	Baden-Württemberg	Landkreis Ludwigsburg
70803	Baden-Württemberg	Landkreis Ludwigsburg
70803	Baden-Württemberg	Landkreis Ludwigsburg
70803	Baden-Württemberg	Landkreis Ludwigsburg
70804	Baden-Württemberg	Landkreis Ludwigsburg
70821	Baden-Württemberg	Landkreis Ludwigsburg
70822	Baden-Württemberg	Landkreis Ludwigsburg
70822	Baden-Württemberg	Landkreis Ludwigsburg
70822	Baden-Württemberg	Landkreis Ludwigsburg
70822	Baden-Württemberg	Landkreis Ludwigsburg
70822	Baden-Württemberg	Landkreis Ludwigsburg
70822	Baden-Württemberg	Landkreis Ludwigsburg
70822	Baden-Württemberg	Landkreis Ludwigsburg
70822	Baden-Württemberg	Landkreis Ludwigsburg
70822	Baden-Württemberg	Landkreis Ludwigsburg
70836	Baden-Württemberg	Landkreis Ludwigsburg
70836	Baden-Württemberg	Landkreis Ludwigsburg
70836	Baden-Württemberg	Landkreis Ludwigsburg
70836	Baden-Württemberg	Landkreis Ludwigsburg
70836	Baden-Württemberg	Landkreis Ludwigsburg
70836	Baden-Württemberg	Landkreis Ludwigsburg
70836	Baden-Württemberg	Stadtkreis Stuttgart
70836	Baden-Württemberg	Landkreis Ludwigsburg
70836	Baden-Württemberg	Landkreis Ludwigsburg
70836	Baden-Württemberg	Landkreis Ludwigsburg
70836	Baden-Württemberg	Landkreis Ludwigsburg
71028	Baden-Württemberg	Landkreis Böblingen
71029	Baden-Württemberg	Landkreis Böblingen
71029	Baden-Württemberg	Landkreis Böblingen
71029	Baden-Württemberg	Landkreis Böblingen
71029	Baden-Württemberg	Landkreis Böblingen
71029	Baden-Württemberg	Landkreis Böblingen
71029	Baden-Württemberg	Landkreis Böblingen
71029	Baden-Württemberg	Landkreis Böblingen
71029	Baden-Württemberg	Landkreis Böblingen
71029	Baden-Württemberg	Landkreis Böblingen
71029	Baden-Württemberg	Landkreis Böblingen
71029	Baden-Württemberg	Landkreis Böblingen
71029	Baden-Württemberg	Landkreis Böblingen
71029	Baden-Württemberg	Landkreis Böblingen
71058	Baden-Württemberg	Landkreis Böblingen
71060	Baden-Württemberg	Landkreis Böblingen
71060	Baden-Württemberg	Landkreis Böblingen
71060	Baden-Württemberg	Landkreis Böblingen
71060	Baden-Württemberg	Landkreis Böblingen
71060	Baden-Württemberg	Landkreis Böblingen
71060	Baden-Württemberg	Landkreis Böblingen
71060	Baden-Württemberg	Landkreis Böblingen
71060	Baden-Württemberg	Landkreis Böblingen
71060	Baden-Württemberg	Landkreis Böblingen
71060	Baden-Württemberg	Landkreis Böblingen
71060	Baden-Württemberg	Landkreis Böblingen
71060	Baden-Württemberg	Landkreis Böblingen
71060	Baden-Württemberg	Landkreis Böblingen
71060	Baden-Württemberg	Landkreis Böblingen
71060	Baden-Württemberg	Landkreis Böblingen
71060	Baden-Württemberg	Landkreis Böblingen
71087	Baden-Württemberg	Landkreis Böblingen
71125	Baden-Württemberg	Landkreis Böblingen
71137	Baden-Württemberg	Landkreis Böblingen
71148	Baden-Württemberg	Landkreis Böblingen
71226	Baden-Württemberg	Landkreis Böblingen
71226	Baden-Württemberg	Landkreis Böblingen
71226	Baden-Württemberg	Landkreis Böblingen
71226	Baden-Württemberg	Landkreis Böblingen
71226	Baden-Württemberg	Landkreis Böblingen
71226	Baden-Württemberg	Landkreis Böblingen
71226	Baden-Württemberg	Landkreis Böblingen
71226	Baden-Württemberg	Landkreis Böblingen
71226	Baden-Württemberg	Landkreis Böblingen
71252	Baden-Württemberg	Landkreis Ludwigsburg
71252	Baden-Württemberg	Landkreis Ludwigsburg
71252	Baden-Württemberg	Landkreis Ludwigsburg
71252	Baden-Württemberg	Landkreis Ludwigsburg
71252	Baden-Württemberg	Landkreis Ludwigsburg
71252	Baden-Württemberg	Landkreis Ludwigsburg
71261	Baden-Württemberg	Landkreis Böblingen
71261	Baden-Württemberg	Landkreis Böblingen
71261	Baden-Württemberg	Landkreis Böblingen
71327	Baden-Württemberg	Rems-Murr-Kreis
71328	Baden-Württemberg	Rems-Murr-Kreis
71328	Baden-Württemberg	Rems-Murr-Kreis
71328	Baden-Württemberg	Rems-Murr-Kreis
71328	Baden-Württemberg	Rems-Murr-Kreis
71328	Baden-Württemberg	Rems-Murr-Kreis
71328	Baden-Württemberg	Rems-Murr-Kreis
71328	Baden-Württemberg	Rems-Murr-Kreis
71361	Baden-Württemberg	Rems-Murr-Kreis
71361	Baden-Württemberg	Rems-Murr-Kreis
71361	Baden-Württemberg	Rems-Murr-Kreis
71361	Baden-Württemberg	Rems-Murr-Kreis
71361	Baden-Württemberg	Rems-Murr-Kreis
71520	Baden-Württemberg	Rems-Murr-Kreis
71520	Baden-Württemberg	Rems-Murr-Kreis
71520	Baden-Württemberg	Rems-Murr-Kreis
71520	Baden-Württemberg	Rems-Murr-Kreis
71629	Baden-Württemberg	Landkreis Ludwigsburg
71630	Baden-Württemberg	Landkreis Ludwigsburg
71630	Baden-Württemberg	Landkreis Ludwigsburg
71630	Baden-Württemberg	Landkreis Ludwigsburg
71630	Baden-Württemberg	Landkreis Ludwigsburg
71630	Baden-Württemberg	Landkreis Ludwigsburg
71630	Baden-Württemberg	Landkreis Ludwigsburg
71630	Baden-Württemberg	Landkreis Ludwigsburg
71630	Baden-Württemberg	Landkreis Ludwigsburg
71630	Baden-Württemberg	Landkreis Ludwigsburg
71630	Baden-Württemberg	Landkreis Ludwigsburg
71630	Baden-Württemberg	Landkreis Ludwigsburg
71630	Baden-Württemberg	Landkreis Ludwigsburg
71631	Baden-Württemberg	Landkreis Ludwigsburg
71631	Baden-Württemberg	Landkreis Ludwigsburg
71631	Baden-Württemberg	Landkreis Ludwigsburg
71631	Baden-Württemberg	Landkreis Ludwigsburg
71631	Baden-Württemberg	Landkreis Ludwigsburg
71631	Baden-Württemberg	Landkreis Ludwigsburg
71631	Baden-Württemberg	Landkreis Ludwigsburg
71632	Baden-Württemberg	Landkreis Ludwigsburg
72781	Baden-Württemberg	Stadtkreis Stuttgart
73025	Baden-Württemberg	Landkreis Göppingen
73027	Baden-Württemberg	Landkreis Göppingen
73047	Baden-Württemberg	Landkreis Göppingen
73227	Baden-Württemberg	Landkreis Esslingen
73228	Baden-Württemberg	Landkreis Esslingen
73309	Baden-Württemberg	Landkreis Göppingen
73425	Baden-Württemberg	Ostalbkreis
73427	Baden-Württemberg	Ostalbkreis
73428	Baden-Württemberg	Ostalbkreis
73428	Baden-Württemberg	Ostalbkreis
73428	Baden-Württemberg	Ostalbkreis
73428	Baden-Württemberg	Ostalbkreis
73428	Baden-Württemberg	Ostalbkreis
73428	Baden-Württemberg	Ostalbkreis
73428	Baden-Württemberg	Ostalbkreis
73428	Baden-Württemberg	Ostalbkreis
73428	Baden-Württemberg	Ostalbkreis
73428	Baden-Württemberg	Ostalbkreis
73428	Baden-Württemberg	Ostalbkreis
73428	Baden-Württemberg	Ostalbkreis
73428	Baden-Württemberg	Ostalbkreis
73428	Baden-Württemberg	Ostalbkreis
73428	Baden-Württemberg	Ostalbkreis
73446	Baden-Württemberg	Ostalbkreis
73446	Baden-Württemberg	Ostalbkreis
73446	Baden-Württemberg	Ostalbkreis
73446	Baden-Württemberg	Ostalbkreis
73446	Baden-Württemberg	Ostalbkreis
73446	Baden-Württemberg	Ostalbkreis
73446	Baden-Württemberg	Ostalbkreis
73477	Baden-Württemberg	Ostalbkreis
73477	Baden-Württemberg	Ostalbkreis
73477	Baden-Württemberg	Ostalbkreis
73520	Baden-Württemberg	Ostalbkreis
73521	Baden-Württemberg	Ostalbkreis
73522	Baden-Württemberg	Ostalbkreis
73522	Baden-Württemberg	Ostalbkreis
73522	Baden-Württemberg	Ostalbkreis
73522	Baden-Württemberg	Ostalbkreis
73522	Baden-Württemberg	Ostalbkreis
73522	Baden-Württemberg	Ostalbkreis
73524	Baden-Württemberg	Ostalbkreis
73538	Baden-Württemberg	Ostalbkreis
73726	Baden-Württemberg	Landkreis Esslingen
73726	Baden-Württemberg	Landkreis Esslingen
73726	Baden-Württemberg	Landkreis Esslingen
73726	Baden-Württemberg	Landkreis Esslingen
73726	Baden-Württemberg	Landkreis Esslingen
73726	Baden-Württemberg	Landkreis Esslingen
73726	Baden-Württemberg	Landkreis Esslingen
73726	Baden-Württemberg	Landkreis Esslingen
73726	Baden-Württemberg	Landkreis Esslingen
73726	Baden-Württemberg	Landkreis Esslingen
73726	Baden-Württemberg	Landkreis Esslingen
73726	Baden-Württemberg	Landkreis Esslingen
73726	Baden-Württemberg	Landkreis Esslingen
74064	Baden-Württemberg	Stadtkreis Heilbronn
74064	Baden-Württemberg	Stadtkreis Heilbronn
74064	Baden-Württemberg	Stadtkreis Heilbronn
74064	Baden-Württemberg	Stadtkreis Heilbronn
74064	Baden-Württemberg	Stadtkreis Heilbronn
74064	Baden-Württemberg	Stadtkreis Heilbronn
74064	Baden-Württemberg	Stadtkreis Heilbronn
74064	Baden-Württemberg	Stadtkreis Heilbronn
74064	Baden-Württemberg	Stadtkreis Heilbronn
74064	Baden-Württemberg	Stadtkreis Heilbronn
74064	Baden-Württemberg	Stadtkreis Heilbronn
74064	Baden-Württemberg	Stadtkreis Heilbronn
74064	Baden-Württemberg	Stadtkreis Heilbronn
74064	Baden-Württemberg	Stadtkreis Heilbronn
74064	Baden-Württemberg	Stadtkreis Heilbronn
74064	Baden-Württemberg	Stadtkreis Heilbronn
74064	Baden-Württemberg	Stadtkreis Heilbronn
74064	Baden-Württemberg	Stadtkreis Heilbronn
74064	Baden-Württemberg	Stadtkreis Heilbronn
74064	Baden-Württemberg	Stadtkreis Heilbronn
74064	Baden-Württemberg	Stadtkreis Heilbronn
74064	Baden-Württemberg	Stadtkreis Heilbronn
74064	Baden-Württemberg	Stadtkreis Heilbronn
74064	Baden-Württemberg	Stadtkreis Heilbronn
74064	Baden-Württemberg	Stadtkreis Heilbronn
74064	Baden-Württemberg	Stadtkreis Heilbronn
74064	Baden-Württemberg	Stadtkreis Heilbronn
74065	Baden-Württemberg	Stadtkreis Heilbronn
74066	Baden-Württemberg	Stadtkreis Heilbronn
74067	Baden-Württemberg	Stadtkreis Heilbronn
74068	Baden-Württemberg	Stadtkreis Heilbronn
74099	Baden-Württemberg	Stadtkreis Heilbronn
74166	Baden-Württemberg	Landkreis Heilbronn
74167	Baden-Württemberg	Landkreis Heilbronn
74168	Baden-Württemberg	Landkreis Heilbronn
74169	Baden-Württemberg	Landkreis Heilbronn
74170	Baden-Württemberg	Landkreis Heilbronn
74319	Baden-Württemberg	Landkreis Ludwigsburg
74319	Baden-Württemberg	Landkreis Ludwigsburg
74319	Baden-Württemberg	Landkreis Ludwigsburg
74319	Baden-Württemberg	Landkreis Ludwigsburg
74319	Baden-Württemberg	Landkreis Ludwigsburg
74319	Baden-Württemberg	Landkreis Ludwigsburg
74319	Baden-Württemberg	Landkreis Ludwigsburg
74319	Baden-Württemberg	Landkreis Ludwigsburg
74319	Baden-Württemberg	Landkreis Ludwigsburg
74319	Baden-Württemberg	Landkreis Ludwigsburg
74509	Baden-Württemberg	Landkreis Schwäbisch Hall
74520	Baden-Württemberg	Landkreis Schwäbisch Hall
74520	Baden-Württemberg	Landkreis Schwäbisch Hall
74569	Baden-Württemberg	Landkreis Schwäbisch Hall
74571	Baden-Württemberg	Landkreis Schwäbisch Hall
74587	Baden-Württemberg	Landkreis Schwäbisch Hall
74588	Baden-Württemberg	Landkreis Schwäbisch Hall
74611	Baden-Württemberg	Hohenlohekreis
74611	Baden-Württemberg	Hohenlohekreis
74611	Baden-Württemberg	Hohenlohekreis
74611	Baden-Württemberg	Hohenlohekreis
74611	Baden-Württemberg	Hohenlohekreis
74650	Baden-Württemberg	Hohenlohekreis
74651	Baden-Württemberg	Hohenlohekreis
74651	Baden-Württemberg	Hohenlohekreis
74651	Baden-Württemberg	Hohenlohekreis
74651	Baden-Württemberg	Hohenlohekreis
74903	Baden-Württemberg	Landkreis Heilbronn
74904	Baden-Württemberg	Landkreis Heilbronn
74904	Baden-Württemberg	Landkreis Heilbronn
74904	Baden-Württemberg	Landkreis Heilbronn
74904	Baden-Württemberg	Landkreis Heilbronn
74904	Baden-Württemberg	Landkreis Heilbronn
74904	Baden-Württemberg	Landkreis Heilbronn
89516	Baden-Württemberg	Landkreis Heidenheim
89516	Baden-Württemberg	Landkreis Heidenheim
89516	Baden-Württemberg	Landkreis Heidenheim
89516	Baden-Württemberg	Landkreis Heidenheim
89517	Baden-Württemberg	Landkreis Heidenheim
63475	Baden-Württemberg	Stadtkreis Mannheim
64518	Baden-Württemberg	Stadtkreis Mannheim
68051	Baden-Württemberg	Stadtkreis Mannheim
68112	Baden-Württemberg	Stadtkreis Mannheim
68122	Baden-Württemberg	Stadtkreis Mannheim
68123	Baden-Württemberg	Stadtkreis Mannheim
68124	Baden-Württemberg	Stadtkreis Mannheim
68126	Baden-Württemberg	Stadtkreis Mannheim
68127	Baden-Württemberg	Stadtkreis Mannheim
68128	Baden-Württemberg	Stadtkreis Mannheim
68130	Baden-Württemberg	Stadtkreis Mannheim
68131	Baden-Württemberg	Stadtkreis Mannheim
68132	Baden-Württemberg	Stadtkreis Mannheim
68133	Baden-Württemberg	Stadtkreis Mannheim
68134	Baden-Württemberg	Stadtkreis Mannheim
68135	Baden-Württemberg	Stadtkreis Mannheim
68136	Baden-Württemberg	Stadtkreis Mannheim
68138	Baden-Württemberg	Stadtkreis Mannheim
68139	Baden-Württemberg	Stadtkreis Heidelberg
68139	Baden-Württemberg	Stadtkreis Mannheim
68139	Baden-Württemberg	Stadtkreis Mannheim
68139	Baden-Württemberg	Stadtkreis Mannheim
68140	Baden-Württemberg	Stadtkreis Mannheim
68140	Baden-Württemberg	Stadtkreis Mannheim
68140	Baden-Württemberg	Stadtkreis Mannheim
68140	Baden-Württemberg	Stadtkreis Mannheim
68140	Baden-Württemberg	Stadtkreis Mannheim
68140	Baden-Württemberg	Stadtkreis Mannheim
68140	Baden-Württemberg	Stadtkreis Mannheim
68141	Baden-Württemberg	Stadtkreis Mannheim
68141	Baden-Württemberg	Stadtkreis Mannheim
68142	Baden-Württemberg	Stadtkreis Mannheim
68142	Baden-Württemberg	Stadtkreis Mannheim
68143	Baden-Württemberg	Stadtkreis Mannheim
68144	Baden-Württemberg	Stadtkreis Mannheim
68144	Baden-Württemberg	Stadtkreis Mannheim
68144	Baden-Württemberg	Stadtkreis Mannheim
68144	Baden-Württemberg	Stadtkreis Mannheim
68145	Baden-Württemberg	Stadtkreis Mannheim
68145	Baden-Württemberg	Stadtkreis Mannheim
68145	Baden-Württemberg	Stadtkreis Mannheim
68146	Baden-Württemberg	Stadtkreis Mannheim
68146	Baden-Württemberg	Stadtkreis Mannheim
68146	Baden-Württemberg	Stadtkreis Mannheim
68146	Baden-Württemberg	Stadtkreis Mannheim
68147	Baden-Württemberg	Stadtkreis Mannheim
68148	Baden-Württemberg	Stadtkreis Mannheim
68149	Baden-Württemberg	Stadtkreis Mannheim
68149	Baden-Württemberg	Stadtkreis Mannheim
68149	Baden-Württemberg	Stadtkreis Mannheim
68149	Baden-Württemberg	Stadtkreis Mannheim
68149	Baden-Württemberg	Stadtkreis Mannheim
68149	Baden-Württemberg	Stadtkreis Mannheim
68149	Baden-Württemberg	Stadtkreis Mannheim
68149	Baden-Württemberg	Stadtkreis Mannheim
68150	Baden-Württemberg	Stadtkreis Mannheim
68150	Baden-Württemberg	Stadtkreis Mannheim
68150	Baden-Württemberg	Stadtkreis Mannheim
68150	Baden-Württemberg	Stadtkreis Mannheim
68151	Baden-Württemberg	Stadtkreis Mannheim
68151	Baden-Württemberg	Stadtkreis Mannheim
68151	Baden-Württemberg	Stadtkreis Mannheim
68151	Baden-Württemberg	Stadtkreis Mannheim
68151	Baden-Württemberg	Stadtkreis Mannheim
68151	Baden-Württemberg	Stadtkreis Mannheim
68151	Baden-Württemberg	Stadtkreis Mannheim
68151	Baden-Württemberg	Stadtkreis Mannheim
68151	Baden-Württemberg	Stadtkreis Mannheim
68151	Baden-Württemberg	Stadtkreis Mannheim
68156	Baden-Württemberg	Stadtkreis Mannheim
68197	Baden-Württemberg	Stadtkreis Mannheim
68197	Baden-Württemberg	Stadtkreis Mannheim
68197	Baden-Württemberg	Stadtkreis Mannheim
68197	Baden-Württemberg	Stadtkreis Mannheim
68197	Baden-Württemberg	Stadtkreis Mannheim
68197	Baden-Württemberg	Stadtkreis Mannheim
68197	Baden-Württemberg	Stadtkreis Mannheim
68197	Baden-Württemberg	Stadtkreis Mannheim
68298	Baden-Württemberg	Stadtkreis Mannheim
68299	Baden-Württemberg	Stadtkreis Mannheim
68300	Baden-Württemberg	Stadtkreis Mannheim
68301	Baden-Württemberg	Stadtkreis Mannheim
68301	Baden-Württemberg	Stadtkreis Mannheim
68301	Baden-Württemberg	Stadtkreis Mannheim
68301	Baden-Württemberg	Stadtkreis Mannheim
68302	Baden-Württemberg	Stadtkreis Mannheim
68302	Baden-Württemberg	Stadtkreis Mannheim
68721	Baden-Württemberg	Rhein-Neckar-Kreis
68721	Baden-Württemberg	Rhein-Neckar-Kreis
68721	Baden-Württemberg	Rhein-Neckar-Kreis
68721	Baden-Württemberg	Rhein-Neckar-Kreis
68721	Baden-Württemberg	Rhein-Neckar-Kreis
68721	Baden-Württemberg	Rhein-Neckar-Kreis
68721	Baden-Württemberg	Rhein-Neckar-Kreis
68721	Baden-Württemberg	Rhein-Neckar-Kreis
68764	Baden-Württemberg	Rhein-Neckar-Kreis
69108	Baden-Württemberg	Stadtkreis Heidelberg
69110	Baden-Württemberg	Stadtkreis Heidelberg
69111	Baden-Württemberg	Stadtkreis Heidelberg
69111	Baden-Württemberg	Stadtkreis Heidelberg
69111	Baden-Württemberg	Stadtkreis Heidelberg
69111	Baden-Württemberg	Stadtkreis Heidelberg
69111	Baden-Württemberg	Stadtkreis Heidelberg
69111	Baden-Württemberg	Stadtkreis Heidelberg
69111	Baden-Württemberg	Stadtkreis Heidelberg
69111	Baden-Württemberg	Stadtkreis Heidelberg
69111	Baden-Württemberg	Stadtkreis Heidelberg
69111	Baden-Württemberg	Stadtkreis Heidelberg
69111	Baden-Württemberg	Stadtkreis Heidelberg
69111	Baden-Württemberg	Stadtkreis Heidelberg
69111	Baden-Württemberg	Stadtkreis Heidelberg
69111	Baden-Württemberg	Stadtkreis Heidelberg
69111	Baden-Württemberg	Stadtkreis Heidelberg
69111	Baden-Württemberg	Stadtkreis Heidelberg
69111	Baden-Württemberg	Stadtkreis Heidelberg
69112	Baden-Württemberg	Stadtkreis Heidelberg
69112	Baden-Württemberg	Stadtkreis Heidelberg
69112	Baden-Württemberg	Stadtkreis Heidelberg
69112	Baden-Württemberg	Stadtkreis Heidelberg
69112	Baden-Württemberg	Stadtkreis Heidelberg
69112	Baden-Württemberg	Stadtkreis Heidelberg
69112	Baden-Württemberg	Stadtkreis Heidelberg
69112	Baden-Württemberg	Stadtkreis Heidelberg
69112	Baden-Württemberg	Stadtkreis Heidelberg
69112	Baden-Württemberg	Stadtkreis Heidelberg
69112	Baden-Württemberg	Stadtkreis Heidelberg
69112	Baden-Württemberg	Stadtkreis Heidelberg
69112	Baden-Württemberg	Stadtkreis Heidelberg
69112	Baden-Württemberg	Stadtkreis Heidelberg
69112	Baden-Württemberg	Stadtkreis Heidelberg
69112	Baden-Württemberg	Stadtkreis Heidelberg
69112	Baden-Württemberg	Stadtkreis Heidelberg
69112	Baden-Württemberg	Stadtkreis Heidelberg
69113	Baden-Württemberg	Stadtkreis Heidelberg
69159	Baden-Württemberg	Rhein-Neckar-Kreis
69189	Baden-Württemberg	Rhein-Neckar-Kreis
69465	Baden-Württemberg	Rhein-Neckar-Kreis
72200	Baden-Württemberg	Landkreis Calw
74819	Baden-Württemberg	Neckar-Odenwald-Kreis
74819	Baden-Württemberg	Neckar-Odenwald-Kreis
74819	Baden-Württemberg	Neckar-Odenwald-Kreis
74819	Baden-Württemberg	Neckar-Odenwald-Kreis
74819	Baden-Württemberg	Neckar-Odenwald-Kreis
74819	Baden-Württemberg	Neckar-Odenwald-Kreis
